,s_0_ma,s_0_me,s_0_vol,s_0_nb,s_0_freq,s_0_ratio,s_0_ratio2,s_1_ma,s_1_me,s_1_vol,s_1_nb,s_1_freq,s_1_ratio,s_1_ratio2,s_2_ma,s_2_me,s_2_vol,s_2_nb,s_2_freq,s_2_ratio,s_2_ratio2,s_3_ma,s_3_me,s_3_vol,s_3_nb,s_3_freq,s_3_ratio,s_3_ratio2,s_4_ma,s_4_me,s_4_vol,s_4_nb,s_4_freq,s_4_ratio,s_4_ratio2,s_5_ma,s_5_me,s_5_vol,s_5_nb,s_5_freq,s_5_ratio,s_5_ratio2,s_6_ma,s_6_me,s_6_vol,s_6_nb,s_6_freq,s_6_ratio,s_6_ratio2,s_7_ma,s_7_me,s_7_vol,s_7_nb,s_7_freq,s_7_ratio,s_7_ratio2,s_8_ma,s_8_me,s_8_vol,s_8_nb,s_8_freq,s_8_ratio,s_8_ratio2,s_9_ma,s_9_me,s_9_vol,s_9_nb,s_9_freq,s_9_ratio,s_9_ratio2,target
18045429,5274.9,0.28606189896835055,622.7262789810495,11.0,0.019,1.061,1.121,19995.1,-11.313711438142697,1804.845257132438,20.0,0.032,1.484,1.236,5129.6,-2.7756204063265613,601.345077032534,12.0,0.019,1.151,1.139,5408.700000000001,-5.201946634222763,707.9298320380528,16.0,0.027,1.075,1.107,3187.8,-1.2816286395226746,364.198898684987,18.0,0.029,1.049,1.157,3951.2,1.2303294945084249,634.2096602459006,5.0,0.01,1.044,1.062,4014.8999999999996,1.0220329661172314,524.7708799466039,10.0,0.016,1.057,1.082,3091.4,1.6050899151680806,405.29281804100566,14.0,0.027,1.019,1.089,5581.700000000001,-1.7003418601909701,701.6958588947984,15.0,0.032,1.065,1.189,10410.7,-4.271462142297628,1131.4521965034703,12.0,0.02,1.262,1.181,1691224
19156896,3304.9,-0.6098065032249462,310.642483734307,10.0,0.017,1.255,1.337,10008.2,-0.4939751004149931,485.25673840366596,17.0,0.028,1.276,1.802,,,,0.0,0.0,0.0,0.0,3577.1,-3.016433059449009,353.3142816439633,10.0,0.022,1.057,1.167,,,,0.0,0.0,0.0,0.0,6964.0,-17.11069815503075,938.4162869574037,7.0,0.014,1.086,1.124,5887.4,1.4947917534707755,592.6956781021154,15.0,0.027,1.295,1.218,10186.8,1.4513924767920534,784.0480259650249,14.0,0.032,2.022,1.332,4039.6,-2.1723637939367677,343.06945945779046,12.0,0.029,1.144,1.227,9277.8,10.696921717971367,644.1298347160231,12.0,0.02,1.526,1.288,45002765
19327705,1076.1,-1.4688755187413542,113.49001484283116,13.0,0.024,1.105,1.161,7338.0,1.4574757087381878,423.94559752951807,14.0,0.025,1.021,1.768,4580.9,0.535024416259729,150.91272897464188,15.0,0.036,2.146,2.578,1505.1999999999998,1.335677738704355,120.64740764708351,10.0,0.02,1.117,1.308,2356.7,-0.08389860168997183,121.92450519819435,10.0,0.019,1.171,1.887,2081.5,-6.6363560607323215,262.1857844883821,8.0,0.012,1.256,1.126,14370.6,-3.0231996133397776,383.18315956324693,3.0,0.061,1.262,3.149,1409.1999999999998,-0.12539791003483275,165.97941083867917,16.0,0.044,1.047,1.142,1527.6999999999998,-0.22419626339561008,130.2273367968886,10.0,0.019,1.16,1.31,3165.7,0.28939517674705423,240.7368295712505,12.0,0.024,1.128,1.399,36874181
19334151,3962.9,-3.9433342777620375,267.03618465832886,4.0,0.008,1.139,1.732,,,,0.0,0.0,0.0,0.0,4630.700000000001,-0.9885335244412593,242.15157968799625,6.0,0.013,1.353,1.731,6834.6,-2.690555157414043,315.97742466313184,6.0,0.01,1.866,1.729,6356.7,0.23367943867602206,208.67174080699004,11.0,0.02,2.812,1.597,2834.0,2.7808703188280197,289.6694377648362,12.0,0.019,1.147,1.202,3934.0,-0.7783703604939918,229.1031161773817,9.0,0.015,2.077,1.581,,,,0.0,0.0,0.0,0.0,5787.7,-1.9790670155497407,308.00568285362044,9.0,0.02,2.069,1.545,11101.1,-3.3502608289861837,604.8349312226214,6.0,0.012,1.526,1.39,33502198
19693814,1325.1999999999998,-0.15193080115331412,116.86569095968623,9.0,0.016,1.055,1.388,13766.9,1.878618689688505,581.635648938288,12.0,0.021,1.103,2.0,1537.1,1.7817869702171631,117.93277970919642,9.0,0.014,1.36,1.454,2616.2,1.0557324044599257,153.54174169501903,11.0,0.02,1.006,1.634,4731.1,-0.10254829086181896,185.34845858406212,5.0,0.008,1.144,3.16,2916.6000000000004,-2.1132147797536707,342.2466579130016,26.0,0.047,1.025,1.195,925.2,2.5053082448625856,128.83257473215718,5.0,0.007,1.083,1.107,1544.3,-0.5427242879285346,173.71773680668528,12.0,0.021,1.134,1.272,2834.2,-0.366927217879702,156.39049873858895,12.0,0.019,1.393,1.551,5360.700000000001,0.20554657422376293,308.115784207215,7.0,0.012,1.292,1.908,28839307
20029600,3603.7,-3.708004866585557,372.841347572369,11.0,0.022,1.184,1.157,6654.9,-0.8891018483025283,461.7789091171011,19.0,0.035,1.195,1.253,8711.099999999999,2.6888051865802236,1201.504145513439,2.0,0.003,1.198,1.099,3292.5,-0.3908934851085815,364.7055777798884,20.0,0.034,1.228,1.19,,,,0.0,0.0,0.0,0.0,4123.0,11.734337761037317,640.8053059484836,2.0,0.003,1.017,1.008,3694.1,6.363260612323128,462.36379727963595,2.0,0.003,1.389,1.194,4033.7,-5.423159614006433,550.0039914641039,6.0,0.011,1.002,1.096,3386.8,-1.0497825036249395,398.4223624480426,22.0,0.038,1.014,1.119,9232.2,1.2570957150714155,762.5848110696435,10.0,0.019,1.87,1.292,13723120
20625318,5034.6,0.983766937217713,361.399445042696,16.0,0.031,1.389,1.474,9923.3,-0.4069432176130398,451.95731935749814,16.0,0.026,1.698,1.814,5055.5,-10.398693355110748,473.58543311098407,6.0,0.014,1.269,1.422,3411.5,0.7642372627122881,317.5969205113194,14.0,0.025,1.267,1.242,2699.7,0.40910984816919715,170.81719800542248,15.0,0.025,1.07,1.537,5922.6,-1.5561240645989234,651.2692791206298,19.0,0.031,1.014,1.282,5098.0,0.9113681438642689,568.0506351129234,15.0,0.031,1.002,1.192,7233.3,2.4272762120631324,653.509143837058,20.0,0.033,1.184,1.263,4085.6,0.5673572107131548,336.1084727465322,14.0,0.027,1.345,1.212,8636.2,13.583790270162163,652.036140075411,12.0,0.023,1.152,1.354,10173987
20653466,8282.8,-18.0084831919468,1166.8454469522017,4.0,0.062,1.072,1.044,11915.9,-2.282478625356244,864.1312776077954,18.0,0.03,1.258,1.361,7812.799999999999,-8.75207079882002,1068.3987720717785,3.0,0.041,1.185,1.12,5483.7,-5.203979933667772,735.8119136857969,5.0,0.015,1.008,1.117,2668.0,-1.668305528241196,279.4942968873912,13.0,0.022,1.073,1.221,11247.599999999999,23.596606723221278,1588.1731853621552,2.0,0.052,1.127,1.063,14956.6,46.16453059115681,2327.513340475209,1.0,0.0,0.0,0.0,11388.099999999999,9.207529874502091,1470.2754862373727,2.0,0.058,1.198,1.099,7106.799999999999,-5.7519374677088715,902.2245167986971,4.0,0.014,1.298,1.132,11113.1,-0.20412993116781386,1498.0178517646377,5.0,0.025,1.02,1.202,18780849
20705034,2940.0,-3.7257781564833845,315.56443378603035,15.0,0.026,1.316,1.293,35003.4,-7.715588073532108,1123.5004249243052,11.0,0.018,4.796,1.73,3359.5,-1.7907368210529824,286.27411594548283,11.0,0.02,1.536,1.246,4415.200000000001,-1.3191113481441976,409.7490201476083,17.0,0.028,1.125,1.236,,,,0.0,0.0,0.0,0.0,4115.2,4.192230129497842,518.0313760496094,17.0,0.028,1.009,1.12,19106.0,0.2392293461775637,696.0119815949464,7.0,0.033,2.595,2.061,4797.1,-1.7578873685438576,457.90753831088654,25.0,0.044,1.506,1.2,5151.0,-0.7678538691021817,386.7776539667835,10.0,0.018,1.929,1.226,7902.700000000001,-1.9652672455459075,588.3681881340988,7.0,0.011,1.47,1.358,45995956
21304149,3722.6,-1.3692271795470075,319.133850594764,19.0,0.035,1.138,1.331,25439.9,1.7603873268778854,622.4303082889404,7.0,0.018,1.778,2.91,4816.9,-13.864602256629055,652.5614306664665,7.0,0.012,1.019,1.139,4622.4,0.4647922534624423,317.28529664205394,13.0,0.021,1.52,1.32,3230.5,0.9812336461058982,140.4359753651647,12.0,0.02,1.096,1.868,12290.5,-0.8713021449642506,792.8765522131857,12.0,0.029,1.147,1.83,5106.5,2.9991166813886436,593.8615686812097,20.0,0.034,1.048,1.2,5309.5,-1.1020482991950133,686.240166542687,19.0,0.033,1.032,1.155,3538.8999999999996,-1.3375981040375071,314.29237712735556,11.0,0.02,1.569,1.327,9016.1,0.8833186113564774,451.59803655697647,9.0,0.015,1.471,1.44,1524888
22262023,2156.4,-0.5712404793253446,209.86189354423104,10.0,0.029,1.094,1.269,,,,0.0,0.0,0.0,0.0,1802.1000000000001,-0.3513608106531558,182.96887244388077,12.0,0.022,1.491,1.189,2691.5,-0.5205413243112614,258.2164911199041,8.0,0.02,1.426,1.271,1532.5,-1.6010899818336362,154.14233483101088,19.0,0.031,1.012,1.254,3165.2,-1.5930567823869601,335.0713183258924,22.0,0.036,1.049,1.256,3518.8999999999996,0.9812836452725788,279.611899042448,15.0,0.027,1.016,1.461,,,,0.0,0.0,0.0,0.0,2148.0,-1.525541240979317,227.02883021833367,13.0,0.021,1.1,1.223,4994.1,1.125697905034916,467.4295626364535,12.0,0.023,1.206,1.246,31271763
23103344,2892.8,-0.40645989233512775,251.89654269785453,10.0,0.027,1.388,1.236,6840.0,0.06516558057365711,428.5165830074076,13.0,0.042,1.108,1.599,2093.0,0.019849669172180465,207.07147746459694,12.0,0.047,1.043,1.205,2528.5,0.9911501474975417,221.72132621657565,19.0,0.041,1.334,1.435,3059.3,-0.7612373127114548,187.6097748012321,14.0,0.035,1.182,1.432,2597.6,-1.338894351760804,238.37195716401882,9.0,0.029,1.359,1.169,3693.0,5.357894035099415,275.6738402689333,4.0,0.012,1.284,1.407,2633.9,-1.404893251779137,290.26306869442567,21.0,0.041,1.12,1.235,,-0.9153471171625484,238.8706643343015,14.0,0.04,1.092,1.22,7674.299999999999,10.745737571040483,608.9626441672538,12.0,0.026,1.396,1.215,22550812
23586750,2660.3,-2.4258262362293963,357.38710848309273,7.0,0.014,1.072,1.062,6305.9,0.20014666422226296,409.7208123485763,19.0,0.03,1.727,1.3,2559.2,3.8767687205213246,310.8477817862112,10.0,0.019,1.054,1.166,2524.0,-3.550324161263979,319.1716097906083,12.0,0.026,1.025,1.163,2094.4,0.49242512624789586,196.2716411103973,20.0,0.032,1.102,1.237,3913.2,-2.1616973050449158,607.0665586161889,2.0,0.003,1.053,1.027,3946.1,1.335294411759804,425.40611522371876,10.0,0.02,1.253,1.199,3543.1000000000004,7.535141080981983,527.3446467883304,4.0,0.011,1.046,1.058,2759.7,1.3097194103769638,287.8474478343625,12.0,0.027,1.134,1.233,6953.4,-0.0752820786320228,710.9889330794572,9.0,0.014,1.066,1.302,41398834
23686776,3990.9,2.3249279178680355,490.80681076977413,17.0,0.035,1.011,1.139,23616.0,-6.1335311078148695,1857.8138139220766,15.0,0.03,1.048,1.428,3669.9,8.022799620006333,447.2199355861225,14.0,0.028,1.021,1.21,5841.9,2.549590840152664,617.4950938334321,12.0,0.022,1.098,1.282,,,,0.0,0.0,0.0,0.0,4009.8,-3.6498058365693904,650.4694334765259,3.0,0.005,1.035,1.027,4524.3,0.4498758354027433,447.2843690575898,7.0,0.015,1.043,1.199,2987.0,3.1234646089231846,379.31138172241094,18.0,0.029,1.001,1.148,5381.5,2.3915949194442074,616.1044087461573,15.0,0.029,1.039,1.223,11245.400000000001,-0.9959667338877686,1014.2538023611936,13.0,0.026,1.014,1.26,37969683
24054496,2616.8999999999996,4.251945800903318,347.93901550838893,7.0,0.011,1.132,1.13,4070.0,-2.6240562657289046,397.20869363788444,20.0,0.033,1.158,1.217,6131.6,2.6272895451742473,362.5233751286158,4.0,0.011,3.204,1.596,2344.6,-1.2221796303394943,303.1343801757152,11.0,0.018,1.167,1.114,,,,0.0,0.0,0.0,0.0,4903.200000000001,-18.11809803169947,636.9136548250169,3.0,0.007,1.084,1.061,3152.3,6.99190013499775,442.8381033831224,3.0,0.011,1.198,1.116,4239.799999999999,-1.1124647922534625,545.2928073497429,7.0,0.012,1.538,1.103,2270.3,-1.1235479408676523,293.16231559200077,15.0,0.024,1.012,1.085,4947.799999999999,-3.494391760137331,676.0471607883484,11.0,0.028,1.107,1.065,13068607
25177348,10485.3,1.848969183846936,659.1372628346274,17.0,0.027,1.169,1.728,17501.3,4.395326744554257,865.4734206452922,14.0,0.022,1.074,2.285,8965.4,-94.69152180796986,1193.105476077032,2.0,0.008,1.269,1.135,2294.6000000000004,0.8242529291178481,254.87790171643476,23.0,0.046,1.127,1.191,2313.9,-0.041932634456092396,189.13856274794824,17.0,0.031,1.31,1.351,1602.5,-2.1870135497741705,218.42754374273605,9.0,0.014,1.052,1.074,1450.8,2.3821602973283778,174.69628617842156,7.0,0.013,1.003,1.192,1355.8000000000002,-0.8004699921667973,185.36847843120245,17.0,0.027,1.087,1.083,2554.1000000000004,1.03841602639956,287.0831602431069,20.0,0.033,1.063,1.194,4983.9,-5.016833052782454,562.1343524159869,14.0,0.024,1.139,1.18,34972061
26933231,11898.3,2.480591990133498,737.0243556440154,19.0,0.03,1.491,1.659,9066.1,-0.6461225646239229,492.92952031043313,19.0,0.031,1.034,1.389,6290.0,0.5427409543174281,755.2301652922137,7.0,0.014,1.11,1.134,2628.0,4.557207379877002,354.9066192013827,16.0,0.028,1.02,1.088,,0.6964650736589836,211.1498352316584,20.0,0.033,1.009,1.148,4805.0,-2.5602739954334095,667.2343431983543,17.0,0.032,1.047,1.129,8618.5,-6.203129947834203,608.630258113264,12.0,0.02,1.818,1.266,24080.9,-1.2132131131147814,686.5601945989373,7.0,0.015,5.958,2.322,2997.5,-3.7750204163263947,327.61836802916315,13.0,0.021,1.32,1.129,6099.4,4.806469892168463,799.6147745523122,11.0,0.018,1.06,1.114,7781699
27870347,2488.9,0.7120714654755754,302.1540805797109,17.0,0.03,1.036,1.174,23019.5,3.494775087081882,1508.3999206239012,16.0,0.026,1.174,1.681,2341.7,0.6409226512891452,279.735694260966,11.0,0.02,1.046,1.105,4034.7,0.7549707504874918,368.1663694378849,11.0,0.018,1.187,1.289,3001.5,-1.0579823669605506,237.11895685076325,16.0,0.025,1.094,1.498,3036.2,-0.14663088948517525,387.68703289951884,11.0,0.023,1.02,1.131,3378.5,0.3780436992716788,365.63726873370194,16.0,0.032,1.117,1.225,7197.9,0.6530391160147331,534.0626087220219,22.0,0.045,1.581,1.222,3637.8,-0.9896501724971251,375.93449690575073,12.0,0.02,1.152,1.225,32063.9,3.806636556057399,852.6631786751149,7.0,0.017,3.407,2.28,8154632
27926562,4007.2,6.799970000499991,564.9892067175007,3.0,0.007,1.124,1.06,14151.900000000001,2.2970283828602858,947.1493545763193,14.0,0.022,1.241,1.419,3441.3,-1.72720454659089,469.5909076217919,4.0,0.006,1.028,1.035,4328.9,-0.5774737087715205,566.7330789964918,7.0,0.018,1.042,1.101,2461.2,-0.5883735271078815,191.8265109519132,15.0,0.024,1.694,1.231,13476.9,5.48799186680222,1821.7900692384114,4.0,0.012,1.188,1.114,6316.0,14.347677538707687,991.8506351463782,2.0,0.003,1.017,1.009,8910.0,27.13893101781637,1228.9741520770115,2.0,0.008,1.2,1.1,3875.7,-1.0057999033349445,495.1129026662378,16.0,0.026,1.083,1.172,6010.7,9.82766858126504,931.5510162944684,7.0,0.015,1.021,1.166,33233548
28150401,2407.8999999999996,0.3969267178880352,272.7000045074205,11.0,0.017,1.159,1.192,19230.199999999997,-4.361143980933651,811.9325702182467,19.0,0.031,1.193,1.913,2123.2,-2.4177097048382525,206.2453740405408,15.0,0.024,1.386,1.194,2594.3,-2.4370593823436275,245.9853646647543,13.0,0.02,1.047,1.24,2556.2,0.5093248445859235,193.03387884662314,20.0,0.032,1.04,1.339,1501.0,2.2819453009116515,204.2551780312065,10.0,0.027,1.098,1.177,1834.5,0.08614856419059683,203.7608810673849,9.0,0.018,1.313,1.148,1661.8000000000002,0.8297695038416026,221.15909499424518,17.0,0.027,1.017,1.121,2469.7,1.2884785253579107,278.5102622214318,18.0,0.029,1.07,1.213,7237.1,2.3598606689888504,659.1630281145781,14.0,0.027,1.034,1.226,26465251
28315401,1148.5,-0.15674738754354095,114.35244001989942,15.0,0.027,1.204,1.185,8048.4,0.5941067648872519,484.38890274700844,16.0,0.029,1.088,1.718,991.8,-0.5088415193080116,113.02657582420838,17.0,0.031,1.037,1.174,1805.9,1.7421542974283761,159.4871200508928,17.0,0.027,1.044,1.368,2925.4,0.12116464725587907,137.25088240932445,7.0,0.014,1.097,1.984,2505.7,0.6807053215779737,304.49943850644723,17.0,0.028,1.146,1.186,4267.6,-2.082265295578407,447.31770783949435,27.0,0.044,1.1,1.208,19728.9,0.32712788120197994,471.32427486395306,12.0,0.023,3.47,2.399,1637.5,1.3076948717521375,144.29074003088456,11.0,0.019,1.118,1.457,3396.4,-1.7213379777003717,258.68805678075756,15.0,0.029,1.043,1.347,36144664
28922321,6034.299999999999,-0.7071215479742005,379.7557495684481,11.0,0.019,1.471,1.369,18673.300000000003,1.0547824202929952,696.06414445362,10.0,0.016,1.237,2.025,,,,0.0,0.0,0.0,0.0,4526.0,-4.1293978433692775,295.1573445214467,10.0,0.017,1.332,1.568,3737.4,1.4291261812303129,212.95328900002892,13.0,0.022,1.109,1.661,3496.6000000000004,-1.2906451559140681,465.35705598406855,7.0,0.013,1.001,1.072,5410.2,3.7021216313061447,372.2069986125574,8.0,0.013,1.567,1.377,2715.1,2.9271345477575372,304.64548387049825,13.0,0.021,1.085,1.156,4078.6,1.3291778470358828,342.92755163208733,14.0,0.025,1.033,1.329,10176.900000000001,-3.831969467175547,723.9836711735982,12.0,0.02,1.36,1.403,32253208
28997795,47694.8,-131.18803019949667,6604.778901815843,12.0,0.027,1.105,1.116,64735.8,-12.881335311078148,8508.759167335094,17.0,0.027,1.012,1.115,60440.5,9.39514341427643,7011.764610098276,9.0,0.018,1.167,1.206,52555.899999999994,-107.1853969100515,7110.674919173564,13.0,0.024,1.04,1.128,,48.395833333333336,2304.9963937558227,7.0,0.028,1.091,1.104,23148.9,-20.037932701121647,3269.511099906816,10.0,0.021,1.023,1.126,27286.9,4.918284695255079,3597.4609496492235,11.0,0.022,1.245,1.153,22437.0,0.5632906118231363,3103.1429610414534,9.0,0.021,1.163,1.092,61368.100000000006,2.667888868518858,8110.146918369178,7.0,0.011,1.075,1.075,65534.0,-68.35006083231946,9254.399080018638,7.0,0.025,1.0,1.101,530546
30166674,3389.8,-0.17304711588140198,248.37786430786988,10.0,0.018,1.278,1.255,,,,0.0,0.0,0.0,0.0,2919.0,-1.4149097515041416,226.29490745619958,12.0,0.021,1.026,1.32,3846.5,-1.533707771537141,308.8810941270045,17.0,0.029,1.395,1.246,2977.6000000000004,0.6166563890601823,158.86601541879818,13.0,0.023,1.461,1.495,6044.700000000001,-2.893485108581524,562.7695680394214,20.0,0.056,1.046,1.412,5682.2,1.313078115364744,434.0923749548708,16.0,0.026,1.257,1.481,,,,0.0,0.0,0.0,0.0,4036.4,2.1145314244762585,297.5300150917598,15.0,0.025,1.781,1.347,6666.5,-0.6109898168363861,543.2025229159074,10.0,0.02,1.028,1.373,41502679
30955620,3994.1,-2.8351027482875284,456.49397439904084,11.0,0.017,1.006,1.126,23524.9,-1.9296178397026715,878.5790756536371,16.0,0.026,3.253,1.459,3032.2,-0.33934434426092897,327.66631045416716,12.0,0.019,1.052,1.157,4334.6,-0.4683255279078682,372.7662840026839,10.0,0.016,1.367,1.249,4143.7,-0.3769603839936001,337.73844674668055,17.0,0.028,1.122,1.314,4122.7,-1.8231362810619822,378.3643128777906,19.0,0.032,1.138,1.276,10136.5,0.6811386476892052,585.5983918475766,12.0,0.019,2.779,1.47,9223.0,-0.8227362877285379,612.9497560325225,16.0,0.027,1.089,1.466,3549.0,2.5695312903725904,392.3243260412616,12.0,0.019,1.284,1.206,11550.3,1.3052782453625773,1164.5425085268766,12.0,0.02,1.025,1.22,41906222
30999662,5012.4,2.2912784786920217,387.8940182695229,14.0,0.031,1.082,1.598,22489.6,-0.9876835386076899,1027.4666417796586,17.0,0.029,1.094,1.991,2347.8,0.6392393460108998,296.9905147084964,12.0,0.018,1.065,1.166,2652.1,0.9618506358227363,303.4965822844536,16.0,0.029,1.096,1.23,2429.8,0.8342027632872785,230.47512338162772,17.0,0.033,1.096,1.389,5188.299999999999,3.8546190896818384,548.9600542799254,32.0,0.054,1.518,1.182,6169.200000000001,-0.4667088881851969,458.0871490578125,19.0,0.03,1.327,1.304,7660.299999999999,4.629306178230363,800.6437650061102,24.0,0.039,1.021,1.288,2366.2,0.6709145026467286,319.3711340328292,16.0,0.025,1.075,1.169,6637.0,2.5582406959884003,752.6336431860128,11.0,0.021,1.048,1.128,32086298
32512316,10008.1,0.028149530841152647,763.9716120907391,8.0,0.039,1.102,1.597,14454.2,-7.995483408609856,907.9599363823818,18.0,0.031,1.018,1.526,7645.2,-2.440692655122415,968.247932549182,4.0,0.016,1.201,1.135,4818.200000000001,7.456559057349044,594.0473834457905,14.0,0.024,1.031,1.148,1900.4,-0.26719554674088764,170.75141933396387,17.0,0.036,1.31,1.363,15959.3,-0.7742537624372927,2161.71370325772,5.0,0.017,1.099,1.165,11507.8,-0.4602089965167247,1037.1234682376748,5.0,0.031,1.308,1.497,8404.2,21.833286111898136,1159.9189848527467,6.0,0.01,1.072,1.069,4211.799999999999,-1.6393560107331544,504.5374091024294,19.0,0.03,1.306,1.154,7300.5,-4.931051149147514,1001.686805487809,8.0,0.017,1.085,1.128,37174984
32638361,4065.3,0.2361460642322628,493.89277933860865,11.0,0.02,1.205,1.173,,,,0.0,0.0,0.0,0.0,4471.0,3.323627939534341,495.9074475409725,14.0,0.025,1.017,1.212,5667.6,3.680005333244446,635.0015105124298,14.0,0.025,1.083,1.173,,,,0.0,0.0,0.0,0.0,3615.6,1.3749437509374844,637.917283371311,1.0,0.0,0.0,0.0,3198.0,-3.877318711354811,369.44323216702816,6.0,0.01,1.174,1.12,6112.6,2.521724637922701,337.432755994117,8.0,0.014,2.717,1.499,4717.2,-3.094485016368673,597.2615377296981,11.0,0.019,1.097,1.152,7685.700000000001,-3.2115131414476425,933.049552821452,14.0,0.025,1.102,1.134,36198591
32792883,4217.1,0.3562440625989567,341.13920741940336,16.0,0.029,1.036,1.577,8043.9,0.7386043565940568,345.25131382325526,15.0,0.026,1.711,1.745,3105.3999999999996,1.65127247879202,341.3884856271329,17.0,0.029,1.019,1.195,2848.1,0.8189530174497092,274.12921227837074,10.0,0.016,1.355,1.286,1837.0,0.7432876118731354,107.61143299223795,17.0,0.029,2.044,1.395,5404.4,1.258079032016133,665.8125269464014,14.0,0.024,1.186,1.112,4297.3,-4.609506508224863,518.562012527217,19.0,0.033,1.018,1.163,6253.700000000001,-5.740787653539107,692.9959285367821,20.0,0.035,1.022,1.165,2023.1,0.12057770391817574,261.33497754283775,15.0,0.026,1.033,1.19,4697.700000000001,2.0585156914051432,374.7352820107332,7.0,0.015,1.605,1.222,1404445
33817177,3693.0,-2.1227646205896566,308.1929623037541,15.0,0.024,1.032,1.315,12533.6,1.3712271462142298,534.7516185107662,18.0,0.029,1.068,1.694,,,,0.0,0.0,0.0,0.0,2871.3999999999996,3.7990366827219546,260.6640760641868,14.0,0.022,1.081,1.271,2992.6000000000004,0.43294278428692856,193.56273728484123,19.0,0.031,1.346,1.594,4162.2,-7.589240179330345,607.8261333611373,7.0,0.013,1.062,1.099,3726.3999999999996,-2.246212563123948,336.4690520260577,7.0,0.01,1.058,1.358,3017.1000000000004,-0.11996466725554573,389.2209251733034,11.0,0.017,1.12,1.121,7591.1,2.967983866935551,361.7091334207595,8.0,0.012,2.505,1.6,7137.3,22.69187180213663,633.2668622364386,18.0,0.029,1.041,1.267,41062479
34060202,3831.6000000000004,0.39589340177663707,244.46207477650907,9.0,0.015,1.049,1.447,15965.5,1.645672572123798,466.0509635132602,14.0,0.024,3.576,1.661,,,,0.0,0.0,0.0,0.0,2481.3999999999996,0.7997200046665889,213.54331877031044,14.0,0.025,1.011,1.243,2866.0,-0.09233179447009217,164.53414817781453,17.0,0.029,1.742,1.437,4410.700000000001,-13.978383693605107,563.4583665724971,5.0,0.008,1.127,1.084,3283.2,1.3138947684205262,299.70353100743387,8.0,0.012,1.155,1.322,3386.7,-1.090365160580657,380.47490804003644,8.0,0.012,1.406,1.147,2770.9,1.4156264062265629,242.85012486873234,12.0,0.021,1.083,1.243,5898.2,-2.344294261762304,514.7318424626474,14.0,0.023,1.24,1.256,40683492
34164562,2048.6,-4.476142064298928,266.3300008269198,10.0,0.019,1.097,1.079,17945.6,-3.15906401559974,806.1278270619728,16.0,0.025,2.227,1.56,1963.3000000000002,0.9420342994283428,250.59276365124416,12.0,0.027,1.157,1.126,2919.3999999999996,1.4863085615239746,323.1263597097928,11.0,0.017,1.031,1.302,2464.3,-0.712604789920168,215.2851043183146,16.0,0.026,1.243,1.314,3555.4,-0.9893001783303612,481.60910141254857,12.0,0.02,1.33,1.116,14218.3,-10.295561740637655,600.764004291192,10.0,0.018,2.141,1.518,8605.5,-0.5459075682071965,573.0191073152253,19.0,0.037,2.92,1.265,2423.7,3.2365293911768136,312.13242741189833,17.0,0.027,1.015,1.144,4812.6,1.6415559740670989,566.979240661787,17.0,0.029,1.023,1.208,15719014
34931189,43569.399999999994,2.9542674288761854,5560.269924360505,8.0,0.013,1.226,1.167,51305.3,-37.43024282928618,5721.945783039684,16.0,0.029,1.154,1.178,32342.4,-7.109698171697138,4294.803615145233,10.0,0.016,1.15,1.097,40321.4,-51.761287311878135,5036.263237233408,11.0,0.017,1.081,1.138,,-9.555517159849408,1489.9179778836995,15.0,0.026,1.127,1.119,16737.0,54.587240212663126,2392.7645033434396,9.0,0.021,1.006,1.063,1219.8000000000002,2.0162163963933932,94.62267203401302,24.0,0.039,2.371,1.477,5122.3,-2.2145964233929436,350.10829327127334,10.0,0.016,1.035,1.417,53392.0,-46.55552407459876,6623.886132175708,14.0,0.026,1.054,1.16,42644.3,21.072498791686805,5789.291751048729,12.0,0.02,1.019,1.087,1460950
